# ECO | Aile | Varyant | SAN hamleleri
# Kaynak: Scid vs. PC scid.eco (Shane Hudson ve diğerleri, GPL).
# Aile adları Türkçeleştirildi; varyant adları kaynaktaki gibi.
A08|Réti Açılışı|KIA, 2...c5 + 3...g6|Nf3 d5 g3 c5 Bg2 g6 O-O Nc6 d3 Nf6
A08|Réti Açılışı|KIA, 2...c5 3.Bg2 Nf6|Nf3 d5 g3 c5 Bg2 Nf6
A08|Réti Açılışı|KIA, 2...c5 3.Bg2 Nf6 4.O-O|Nf3 d5 g3 c5 Bg2 Nf6 O-O
A08|Réti Açılışı|KIA, 2...c5 3.Bg2 Nf6 4.O-O Nc6|Nf3 d5 g3 c5 Bg2 Nf6 O-O Nc6
A08|Réti Açılışı|KIA, 2...c5, 3.Bg2 Nc6 4.O-O|Nf3 d5 g3 c5 Bg2 Nc6 O-O
A08|Réti Açılışı|KIA, 2...c5, 3.Bg2 Nc6 4.d4|Nf3 d5 g3 c5 Bg2 Nc6 d4
A08|Réti Açılışı|KIA, French Variation|Nf3 d5 g3 c5 Bg2 Nc6 O-O e6 d3 Nge7 Nbd2 b6 e4
A08|Réti Açılışı|KIA, French Variation|Nf3 d5 g3 c5 Bg2 Nc6 O-O e6 d3 Nf6 Nbd2 b6 e4
A08|Réti Açılışı|KIA, French Variation|Nf3 d5 g3 c5 Bg2 Nc6 O-O e6 d3 Nge7 Nbd2 g6 e4 Bg7
A08|Réti Açılışı|KIA, French Variation|Nf3 d5 g3 c5 Bg2 Nc6 O-O e6 d3 Nf6 Nbd2 g6 e4 Bg7
A08|Réti Açılışı|KIA, French Variation|Nf3 d5 g3 c5 Bg2 Nc6 O-O e6 d3 Nf6 Nbd2 Be7 e4
A08|Réti Açılışı|KIA, French Variation|Nf3 d5 g3 c5 Bg2 Nc6 O-O e6 d3 Nf6 Nbd2 Be7 e4 O-O Re1
A08|Réti Açılışı|KIA, French Variation|Nf3 d5 g3 c5 Bg2 Nc6 O-O e6 d3 Bd6 Nbd2 Nge7 e4
A08|Réti Açılışı|KIA, French Variation|Nf3 d5 g3 c5 Bg2 Nc6 O-O e6 d3 Bd6 Nbd2 Nge7 e4 O-O Re1
A09|Réti Açılışı|2.c4|Nf3 d5 c4
A09|Réti Açılışı|Accepted|Nf3 d5 c4 dxc4
A09|Réti Açılışı|Accepted, 3.Na3|Nf3 d5 c4 dxc4 Na3
A09|Réti Açılışı|Accepted, 3.Na3 a6|Nf3 d5 c4 dxc4 Na3 a6
A09|Réti Açılışı|Accepted, 3.Na3 c5|Nf3 d5 c4 dxc4 Na3 c5
A09|Réti Açılışı|Accepted, 3.Qa4+|Nf3 d5 c4 dxc4 Qa4+
A09|Réti Açılışı|Accepted, 3.e3|Nf3 d5 c4 dxc4 e3
A09|Réti Açılışı|Accepted, 3.e3 Nf6|Nf3 d5 c4 dxc4 e3 Nf6
A09|Réti Açılışı|Accepted, 3.e3 Nf6 4.Bxc4 e6|Nf3 d5 c4 dxc4 e3 Nf6 Bxc4 e6
A09|Réti Açılışı|Accepted, 3.g3|Nf3 d5 c4 dxc4 g3
A09|Réti Açılışı|Accepted, 3.g3 e6|Nf3 d5 c4 dxc4 g3 e6
A09|Réti Açılışı|Accepted, Keres Variation|Nf3 d5 c4 dxc4 e3 Be6
A09|Réti Açılışı|Advance Variation|Nf3 d5 c4 d4
A09|Réti Açılışı|Advance, 3.e3|Nf3 d5 c4 d4 e3
A09|Réti Açılışı|Advance, 3.e3 Nc6|Nf3 d5 c4 d4 e3 Nc6
A09|Réti Açılışı|Advance, 3.e3 Nc6 4.exd4 Nxd4|Nf3 d5 c4 d4 e3 Nc6 exd4 Nxd4
A09|Réti Açılışı|Advance, 3.e3 c5|Nf3 d5 c4 d4 e3 c5
