# ECO | Aile | Varyant | SAN hamleleri
# Kaynak: Scid vs. PC scid.eco (Shane Hudson ve diğerleri, GPL).
# Aile adları Türkçeleştirildi; varyant adları kaynaktaki gibi.
B16|Caro-Kann|Bronstein-Larsen, 6.c3 Bf5 7.Nf3 e6|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nf6 Nxf6+ gxf6 c3 Bf5 Nf3 e6
B17|Caro-Kann|Steinitz Variation|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nd7
B17|Caro-Kann|Steinitz, 5.Bc4|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nd7 Bc4
B17|Caro-Kann|Steinitz, 5.Bc4 Ngf6|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nd7 Bc4 Ngf6
B17|Caro-Kann|Steinitz, 5.Bc4 Ngf6 6.Ng5|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nd7 Bc4 Ngf6 Ng5
B17|Caro-Kann|Steinitz, 5.Bc4 Ngf6 6.Ng5, 8.Bb3|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nd7 Bc4 Ngf6 Ng5 e6 Qe2 Nb6 Bb3
B17|Caro-Kann|Steinitz, 5.Bc4 Ngf6 6.Ng5, 8.Bd3|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nd7 Bc4 Ngf6 Ng5 e6 Qe2 Nb6 Bd3
B17|Caro-Kann|Steinitz, 5.Bc4 Ngf6 6.Ng5, 8.Bd3 h6|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nd7 Bc4 Ngf6 Ng5 e6 Qe2 Nb6 Bd3 h6
B17|Caro-Kann|Steinitz, 5.Nf3|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nd7 Nf3
B17|Caro-Kann|Steinitz, 5.Nf3 Ngf6|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nd7 Nf3 Ngf6
B17|Caro-Kann|Steinitz, 5.Nf3 Ngf6 6.Ng3|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nd7 Nf3 Ngf6 Ng3
B17|Caro-Kann|Steinitz, 5.Nf3 Ngf6 6.Ng3 e6|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nd7 Nf3 Ngf6 Ng3 e6
B17|Caro-Kann|Steinitz, 5.Nf3 Ngf6 6.Nxf6+|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nd7 Nf3 Ngf6 Nxf6+
B17|Caro-Kann|Steinitz, 5.Nf3 Ngf6 6.Nxf6+ Nxf6 7.Bc4|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nd7 Nf3 Ngf6 Nxf6+ Nxf6 Bc4
B17|Caro-Kann|Steinitz, 5.Ng5|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nd7 Ng5
B17|Caro-Kann|Steinitz, 5.Ng5 Ngf6|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nd7 Ng5 Ngf6
B17|Caro-Kann|Steinitz, 5.Ng5 Ngf6 6.Bd3|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nd7 Ng5 Ngf6 Bd3
B17|Caro-Kann|Steinitz, 5.Ng5 Ngf6 6.Bd3 e6|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nd7 Ng5 Ngf6 Bd3 e6
B17|Caro-Kann|Steinitz, 5.Ng5 Ngf6 6.Bd3 e6 7.N1f3 Bd6 8.Qe2|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nd7 Ng5 Ngf6 Bd3 e6 N1f3 Bd6 Qe2
B17|Caro-Kann|Steinitz, 5.Ng5 Ngf6 6.Bd3, Main Line 10.Qxe4|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nd7 Ng5 Ngf6 Bd3 e6 N1f3 Bd6 Qe2 h6 Ne4 Nxe4 Qxe4
B17|Caro-Kann|Steinitz, 5.Ng5 Ngf6 6.Bd3, Main Line 10.Qxe4 Nf6|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nd7 Ng5 Ngf6 Bd3 e6 N1f3 Bd6 Qe2 h6 Ne4 Nxe4 Qxe4 Nf6
B17|Caro-Kann|Steinitz, 5.Ng5 Ngf6 6.Bd3, Main Line 10.Qxe4 Qc7|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nd7 Ng5 Ngf6 Bd3 e6 N1f3 Bd6 Qe2 h6 Ne4 Nxe4 Qxe4 Qc7
B18|Caro-Kann|Classical|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5
B18|Caro-Kann|Classical, 5.Nc5|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Nc5
B18|Caro-Kann|Classical, 5.Nc5 b6|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Nc5 b6
B18|Caro-Kann|Classical, 5.Ng3|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3
B18|Caro-Kann|Classical, 5.Ng3 Bg6|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6
B18|Caro-Kann|Classical, 6.Bc4|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 Bc4
B18|Caro-Kann|Classical, 6.Bc4 e6 7.N1e2|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 Bc4 e6 N1e2
B18|Caro-Kann|Classical, 6.Bc4 e6 7.N1e2 Nf6|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 Bc4 e6 N1e2 Nf6
B18|Caro-Kann|Classical, 6.N1e2|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 N1e2
B18|Caro-Kann|Classical, 6.Nf3|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 Nf3
B18|Caro-Kann|Classical, 6.Nf3 Nd7|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 Nf3 Nd7
B18|Caro-Kann|Classical, 6.Nf3 Nd7 7.Bd3|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 Nf3 Nd7 Bd3
B18|Caro-Kann|Classical, 6.Nf3 Nd7 7.Bd3 e6|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 Nf3 Nd7 Bd3 e6
B18|Caro-Kann|Classical, 6.h4|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 h4
B18|Caro-Kann|Classical, 6.h4 h6|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 h4 h6
B18|Caro-Kann|Classical, 6.h4 h6 7.Nh3|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 h4 h6 Nh3
B18|Caro-Kann|Classical, 6.h4 h6 7.f4|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 h4 h6 f4
B18|Caro-Kann|Classical, 6.h4 h6 7.h5|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 h4 h6 h5
B18|Caro-Kann|Classical, Flohr Variation|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 Nh3
B18|Caro-Kann|Classical, Maroczy Attack|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 f4
B19|Caro-Kann|Classical, 7.Nf3|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 h4 h6 Nf3
B19|Caro-Kann|Classical, 7.Nf3 Nd7|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 h4 h6 Nf3 Nd7
B19|Caro-Kann|Classical, 7.Nf3 Nf6|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 h4 h6 Nf3 Nf6
B19|Caro-Kann|Classical, 7.Nf3 Nf6 8.Ne5|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 h4 h6 Nf3 Nf6 Ne5
B19|Caro-Kann|Classical, 7.Nf3 Nf6 8.Ne5 Bh7 9.Bd3|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 h4 h6 Nf3 Nf6 Ne5 Bh7 Bd3
B19|Caro-Kann|Classical, 7.Nf3 Nf6 8.h5|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 h4 h6 Nf3 Nf6 h5
B19|Caro-Kann|Classical, 7.Nf3 Nf6 8.h5|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 h4 h6 Nf3 Nf6 h5 Bh7
B19|Caro-Kann|Classical, 7.Nf3 e6|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 h4 h6 Nf3 e6
B19|Caro-Kann|Classical, Spassky Variation|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 h4 h6 Nf3 Nd7 h5
B19|Caro-Kann|Classical, Spassky Variation|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 h4 h6 Nf3 Nd7 h5 Bh7
B19|Caro-Kann|Classical, Spassky, 10.Qxd3|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 h4 h6 Nf3 Nd7 h5 Bh7 Bd3 Bxd3 Qxd3
B19|Caro-Kann|Classical, Spassky, 10.Qxd3 Ngf6|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 h4 h6 Nf3 Nd7 h5 Bh7 Bd3 Bxd3 Qxd3 Ngf6
B19|Caro-Kann|Classical, Spassky, 10.Qxd3 Qc7|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 h4 h6 Nf3 Nd7 h5 Bh7 Bd3 Bxd3 Qxd3 Qc7
B19|Caro-Kann|Classical, Spassky, 10.Qxd3 Qc7 11.Bd2|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 h4 h6 Nf3 Nd7 h5 Bh7 Bd3 Bxd3 Qxd3 Qc7 Bd2
B19|Caro-Kann|Classical, Spassky, 10.Qxd3 Qc7 11.Bd2 e6|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 h4 h6 Nf3 Nd7 h5 Bh7 Bd3 Bxd3 Qxd3 Qc7 Bd2 e6
B19|Caro-Kann|Classical, Spassky, 10.Qxd3 Qc7 11.Bd2 e6 12.O-O-O|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 h4 h6 Nf3 Nd7 h5 Bh7 Bd3 Bxd3 Qxd3 Qc7 Bd2 e6 O-O-O
B19|Caro-Kann|Classical, Spassky, 10.Qxd3 e6|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 h4 h6 Nf3 Nd7 h5 Bh7 Bd3 Bxd3 Qxd3 e6
B19|Caro-Kann|Classical, Spassky, 10.Qxd3 e6 11.Bf4|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 h4 h6 Nf3 Nd7 h5 Bh7 Bd3 Bxd3 Qxd3 e6 Bf4
B19|Caro-Kann|Classical, Spassky, Main Line|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 h4 h6 Nf3 Nd7 h5 Bh7 Bd3 Bxd3 Qxd3 Qc7 Bd2 e6 O-O-O Ngf6
B19|Caro-Kann|Classical, Spassky, Main Line, 13.Ne4|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 h4 h6 Nf3 Nd7 h5 Bh7 Bd3 Bxd3 Qxd3 Qc7 Bd2 e6 O-O-O Ngf6 Ne4
B19|Caro-Kann|Classical, Spassky, Main Line, 13.Ne4 O-O-O|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 h4 h6 Nf3 Nd7 h5 Bh7 Bd3 Bxd3 Qxd3 Qc7 Bd2 e6 O-O-O Ngf6 Ne4 O-O-O
B19|Caro-Kann|Classical, Spassky, Main Line, 14.g3 Nxe4|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 h4 h6 Nf3 Nd7 h5 Bh7 Bd3 Bxd3 Qxd3 Qc7 Bd2 e6 O-O-O Ngf6 Ne4 O-O-O g3 Nxe4
B20|Sicilian Defence|Ana Hat|e4 c5
B20|Sicilya|2.Bc4|e4 c5 Bc4
B20|Sicilya|2.d3|e4 c5 d3
B20|Sicilya|2.d3 Nc6|e4 c5 d3 Nc6
B20|Sicilya|2.d3 Nc6 3.g3|e4 c5 d3 Nc6 g3
B20|Sicilya|2.d3 e6|e4 c5 d3 e6
B20|Sicilya|2.d3 e6 3.g3|e4 c5 d3 e6 g3
B20|Sicilya|2.g3|e4 c5 g3
B20|Sicilya|2.g3|e4 c5 g3 g6
B20|Sicilya|2.g3|e4 c5 g3 g6 Bg2 Bg7
B20|Sicilya|2.g3|e4 c5 g3 g6 Bg2 Bg7 f4
B20|Sicilya|2.g3|e4 c5 g3 g6 Bg2 Bg7 f4 d6
B20|Sicilya|English (2.c4)|e4 c5 c4
B20|Sicilya|English, 2...Nc6|e4 c5 c4 Nc6
B20|Sicilya|English, 2...Nc6 3.Nc3|e4 c5 c4 Nc6 Nc3
B20|Sicilya|English, 2...Nc6 3.Nc3 g6|e4 c5 c4 Nc6 Nc3 g6
B20|Sicilya|English, 2...Nc6 3.Ne2|e4 c5 c4 Nc6 Ne2
B20|Sicilya|English, 2...Nc6 3.Nf3|e4 c5 c4 Nc6 Nf3
B20|Sicilya|English, 2...d6|e4 c5 c4 d6
B20|Sicilya|English, 2...e6|e4 c5 c4 e6
B20|Sicilya|Keres Variation (2.Ne2)|e4 c5 Ne2
B20|Sicilya|Mengarini|e4 c5 a3
B20|Sicilya|Snyder|e4 c5 b3
B20|Sicilya|Snyder, 2...Nc6|e4 c5 b3 Nc6
B20|Sicilya|Snyder, 2...d6|e4 c5 b3 d6
B20|Sicilya|Snyder, 2...e6|e4 c5 b3 e6
B20|Sicilya|Wing Gambit|e4 c5 b4
B20|Sicilya|Wing Gambit, Carlsbad Variation|e4 c5 b4 cxb4 a3 bxa3
B20|Sicilya|Wing Gambit, Marienbad Variation|e4 c5 b4 cxb4 a3 d5 exd5 Qxd5 Bb2
B20|Sicilya|Wing Gambit, Marshall Variation|e4 c5 b4 cxb4 a3
B20|Sicilya|Wing Gambit, Santasiere Variation|e4 c5 b4 cxb4 c4
B21|Sicilya|Grand Prix Attack|e4 c5 f4
B21|Sicilya|Grand Prix, 2...Nc6|e4 c5 f4 Nc6
B21|Sicilya|Grand Prix, 2...Nc6 3.Nf3|e4 c5 f4 Nc6 Nf3
B21|Sicilya|Grand Prix, 2...Nc6 3.Nf3 e6|e4 c5 f4 Nc6 Nf3 e6
B21|Sicilya|Grand Prix, 2...Nc6 3.Nf3 g6|e4 c5 f4 Nc6 Nf3 g6
B21|Sicilya|Grand Prix, 2...Nc6 3.d3|e4 c5 f4 Nc6 d3
B21|Sicilya|Grand Prix, 2...d6|e4 c5 f4 d6
B21|Sicilya|Grand Prix, 2...e6|e4 c5 f4 e6
B21|Sicilya|Grand Prix, 2...e6 3.Nf3|e4 c5 f4 e6 Nf3
B21|Sicilya|Grand Prix, 2...g6|e4 c5 f4 g6
B21|Sicilya|Grand Prix, Tal Defence|e4 c5 f4 d5
B21|Sicilya|Grand Prix, Tal Defence, 3.e5|e4 c5 f4 d5 e5
B21|Sicilya|Grand Prix, Tal Defence, 3.exd5|e4 c5 f4 d5 exd5
B21|Sicilya|Grand Prix, Tal Defence, 3.exd5 Qxd5|e4 c5 f4 d5 exd5 Qxd5
B21|Sicilya|Grand Prix, Tal Gambit|e4 c5 f4 d5 exd5 Nf6
B21|Sicilya|Grand Prix, Tal Gambit, 4.Bb5+|e4 c5 f4 d5 exd5 Nf6 Bb5+
B21|Sicilya|Grand Prix, Toilet Variation|e4 c5 f4 d5 Nc3
B21|Sicilya|Halasz Gambit|e4 c5 d4 cxd4 f4
B21|Sicilya|Smith-Morra Accepted|e4 c5 d4 cxd4 c3 dxc3
B21|Sicilya|Smith-Morra Accepted|e4 c5 d4 cxd4 c3 dxc3 Nxc3
B21|Sicilya|Smith-Morra Gambit|e4 c5 d4
B21|Sicilya|Smith-Morra Gambit, Chicago Defence|e4 c5 d4 cxd4 c3 dxc3 Nxc3 Nc6 Nf3 d6 Bc4 e6 O-O a6 Qe2 b5 Bb3 Ra7
B21|Sicilya|Smith-Morra, 2...cxd4|e4 c5 d4 cxd4
B21|Sicilya|Smith-Morra, 2...d5|e4 c5 d4 d5
B21|Sicilya|Smith-Morra, 3.c3|e4 c5 d4 cxd4 c3
B21|Sicilya|Smith-Morra, 3.c3 Nf6|e4 c5 d4 cxd4 c3 Nf6
B21|Sicilya|Smith-Morra, 3.c3 d3|e4 c5 d4 cxd4 c3 d3
B21|Sicilya|Smith-Morra, 3.c3 d5|e4 c5 d4 cxd4 c3 d5
B21|Sicilya|Smith-Morra, 4.Nxc3 Nc6|e4 c5 d4 cxd4 c3 dxc3 Nxc3 Nc6
B21|Sicilya|Smith-Morra, 4.Nxc3 Nc6 5.Nf3|e4 c5 d4 cxd4 c3 dxc3 Nxc3 Nc6 Nf3
B21|Sicilya|Smith-Morra, 4.Nxc3 Nc6 5.Nf3 d6|e4 c5 d4 cxd4 c3 dxc3 Nxc3 Nc6 Nf3 d6
B21|Sicilya|Smith-Morra, 4.Nxc3 Nc6 5.Nf3 e6|e4 c5 d4 cxd4 c3 dxc3 Nxc3 Nc6 Nf3 e6
B21|Sicilya|Smith-Morra, 4.Nxc3 Nc6 5.Nf3 e6 6.Bc4|e4 c5 d4 cxd4 c3 dxc3 Nxc3 Nc6 Nf3 e6 Bc4
B21|Sicilya|Smith-Morra, 4.Nxc3 Nc6 5.Nf3 e6 6.Bc4 a6|e4 c5 d4 cxd4 c3 dxc3 Nxc3 Nc6 Nf3 e6 Bc4 a6
B21|Sicilya|Smith-Morra, 4.Nxc3 d6|e4 c5 d4 cxd4 c3 dxc3 Nxc3 d6
B21|Sicilya|Smith-Morra, 4.Nxc3 e6|e4 c5 d4 cxd4 c3 dxc3 Nxc3 e6
B21|Sicilya|Smith-Morra, 4.Nxc3 e6 5.Nf3|e4 c5 d4 cxd4 c3 dxc3 Nxc3 e6 Nf3
B21|Sicilya|Smith-Morra, 5.Nf3 d6 6.Bc4|e4 c5 d4 cxd4 c3 dxc3 Nxc3 Nc6 Nf3 d6 Bc4
B21|Sicilya|Smith-Morra, 5.Nf3 d6 6.Bc4 a6|e4 c5 d4 cxd4 c3 dxc3 Nxc3 Nc6 Nf3 d6 Bc4 a6
B21|Sicilya|Smith-Morra, 5.Nf3 d6 6.Bc4 e6|e4 c5 d4 cxd4 c3 dxc3 Nxc3 Nc6 Nf3 d6 Bc4 e6
B21|Sicilya|Smith-Morra, 5.Nf3 d6 6.Bc4 e6 7.O-O|e4 c5 d4 cxd4 c3 dxc3 Nxc3 Nc6 Nf3 d6 Bc4 e6 O-O
B21|Sicilya|Smith-Morra, 5.Nf3 d6 6.Bc4 e6 7.O-O Nf6|e4 c5 d4 cxd4 c3 dxc3 Nxc3 Nc6 Nf3 d6 Bc4 e6 O-O Nf6
B21|Sicilya|Smith-Morra, 5.Nf3 d6 6.Bc4 e6 7.O-O Nf6 8.Qe2 Be7|e4 c5 d4 cxd4 c3 dxc3 Nxc3 Nc6 Nf3 d6 Bc4 e6 O-O Nf6 Qe2 Be7
B21|Sicilya|Smith-Morra, Andreaschek Gambit|e4 c5 d4 cxd4 Nf3 e5 c3
B21|Sicilya|Smith-Morra, Morphy Gambit|e4 c5 d4 cxd4 Nf3
B22|Sicilya|Alapin|e4 c5 c3
B22|Sicilya|Alapin, 2...Nc6|e4 c5 c3 Nc6
B22|Sicilya|Alapin, 2...Nc6 3.Nf3|e4 c5 c3 Nc6 Nf3
B22|Sicilya|Alapin, 2...Nc6 3.d4|e4 c5 c3 Nc6 d4
B22|Sicilya|Alapin, 2...Nf6|e4 c5 c3 Nf6
B22|Sicilya|Alapin, 2...Nf6 3.e5|e4 c5 c3 Nf6 e5
B22|Sicilya|Alapin, 2...Nf6 3.e5 Nd5|e4 c5 c3 Nf6 e5 Nd5
B22|Sicilya|Alapin, 2...Nf6 3.e5 Nd5 4.Nf3|e4 c5 c3 Nf6 e5 Nd5 Nf3
B22|Sicilya|Alapin, 2...Nf6 3.e5 Nd5 4.Nf3 Nc6|e4 c5 c3 Nf6 e5 Nd5 Nf3 Nc6
B22|Sicilya|Alapin, 2...Nf6 3.e5 Nd5 4.d4|e4 c5 c3 Nf6 e5 Nd5 d4
B22|Sicilya|Alapin, 2...Nf6 3.e5 Nd5 4.d4 cxd4|e4 c5 c3 Nf6 e5 Nd5 d4 cxd4
B22|Sicilya|Alapin, 2...Nf6 3.e5 Nd5 4.d4 cxd4 5.Nf3|e4 c5 c3 Nf6 e5 Nd5 d4 cxd4 Nf3
B22|Sicilya|Alapin, 2...Nf6 3.e5 Nd5 4.d4 cxd4 5.Nf3 Nc6|e4 c5 c3 Nf6 e5 Nd5 d4 cxd4 Nf3 Nc6
B22|Sicilya|Alapin, 2...Nf6 3.e5 Nd5 4.d4 cxd4 5.Nf3 Nc6 6.Bc4|e4 c5 c3 Nf6 e5 Nd5 d4 cxd4 Nf3 Nc6 Bc4
B22|Sicilya|Alapin, 2...Nf6 3.e5 Nd5 4.d4 cxd4 5.Nf3 e6|e4 c5 c3 Nf6 e5 Nd5 d4 cxd4 Nf3 e6
B22|Sicilya|Alapin, 2...Nf6 3.e5 Nd5 4.g3|e4 c5 c3 Nf6 e5 Nd5 g3
B22|Sicilya|Alapin, 2...Nf6, 5.Bc4|e4 c5 c3 Nf6 e5 Nd5 d4 cxd4 Bc4
B22|Sicilya|Alapin, 2...Nf6, 5.Qxd4|e4 c5 c3 Nf6 e5 Nd5 d4 cxd4 Qxd4
B22|Sicilya|Alapin, 2...Nf6, 5.cxd4|e4 c5 c3 Nf6 e5 Nd5 d4 cxd4 cxd4
B22|Sicilya|Alapin, 2...Nf6, 5.cxd4 Nc6|e4 c5 c3 Nf6 e5 Nd5 d4 cxd4 cxd4 Nc6
B22|Sicilya|Alapin, 2...Nf6, 5.cxd4 Nc6 6.Nf3|e4 c5 c3 Nf6 e5 Nd5 d4 cxd4 cxd4 Nc6 Nf3
B22|Sicilya|Alapin, 2...Nf6, 5.cxd4 d6|e4 c5 c3 Nf6 e5 Nd5 d4 cxd4 cxd4 d6
B22|Sicilya|Alapin, 2...Nf6, 5.cxd4 d6|e4 c5 c3 Nf6 e5 Nd5 d4 cxd4 cxd4 d6 Nf3
B22|Sicilya|Alapin, 2...Nf6, 5.cxd4 d6 6.Nf3 Nc6|e4 c5 c3 Nf6 e5 Nd5 d4 cxd4 cxd4 d6 Nf3 Nc6
B22|Sicilya|Alapin, 2...Nf6, 5.cxd4 d6 6.Nf3 Nc6 7.Bc4|e4 c5 c3 Nf6 e5 Nd5 d4 cxd4 cxd4 d6 Nf3 Nc6 Bc4
B22|Sicilya|Alapin, 2...Nf6, 5.cxd4 d6 6.Nf3 Nc6 7.Bc4 Nb6|e4 c5 c3 Nf6 e5 Nd5 d4 cxd4 cxd4 d6 Nf3 Nc6 Bc4 Nb6
B22|Sicilya|Alapin, 2...Nf6, 5.cxd4 d6 6.Nf3 Nc6 7.Bc4 Nb6 8.Bb5|e4 c5 c3 Nf6 e5 Nd5 d4 cxd4 cxd4 d6 Nf3 Nc6 Bc4 Nb6 Bb5
B22|Sicilya|Alapin, 2...Nf6, 5.cxd4 e6|e4 c5 c3 Nf6 e5 Nd5 d4 cxd4 cxd4 e6
B22|Sicilya|Alapin, 2...Nf6, 5.cxd4 e6 6.Nf3|e4 c5 c3 Nf6 e5 Nd5 d4 cxd4 cxd4 e6 Nf3
B22|Sicilya|Alapin, 2...Nf6, 5.cxd4 e6 6.Nf3 Nc6|e4 c5 c3 Nf6 e5 Nd5 d4 cxd4 cxd4 e6 Nf3 Nc6
B22|Sicilya|Alapin, 2...Nf6, 5.cxd4 e6 6.Nf3 b6|e4 c5 c3 Nf6 e5 Nd5 d4 cxd4 cxd4 e6 Nf3 b6
B22|Sicilya|Alapin, 2...Nf6, 5.cxd4 e6 6.Nf3 d6|e4 c5 c3 Nf6 e5 Nd5 d4 cxd4 cxd4 e6 Nf3 d6
B22|Sicilya|Alapin, 2...d5|e4 c5 c3 d5
B22|Sicilya|Alapin, 2...d5 3.exd5|e4 c5 c3 d5 exd5
B22|Sicilya|Alapin, 2...d5 3.exd5 Qxd5|e4 c5 c3 d5 exd5 Qxd5
B22|Sicilya|Alapin, 2...d5 3.exd5 Qxd5 4.d4|e4 c5 c3 d5 exd5 Qxd5 d4
B22|Sicilya|Alapin, 2...d5 3.exd5 Qxd5 4.d4 Nc6|e4 c5 c3 d5 exd5 Qxd5 d4 Nc6
B22|Sicilya|Alapin, 2...d5 3.exd5 Qxd5 4.d4 Nc6 5.Nf3|e4 c5 c3 d5 exd5 Qxd5 d4 Nc6 Nf3
B22|Sicilya|Alapin, 2...d5 3.exd5 Qxd5 4.d4 Nc6 5.Nf3 Bg4|e4 c5 c3 d5 exd5 Qxd5 d4 Nc6 Nf3 Bg4
B22|Sicilya|Alapin, 2...d5 3.exd5 Qxd5 4.d4 Nc6 5.Nf3 cxd4|e4 c5 c3 d5 exd5 Qxd5 d4 Nc6 Nf3 cxd4
B22|Sicilya|Alapin, 2...d5 3.exd5 Qxd5 4.d4 Nc6 5.Nf3 cxd4 6.cxd4|e4 c5 c3 d5 exd5 Qxd5 d4 Nc6 Nf3 cxd4 cxd4
B22|Sicilya|Alapin, 2...d5 3.exd5 Qxd5 4.d4 Nf6|e4 c5 c3 d5 exd5 Qxd5 d4 Nf6
B22|Sicilya|Alapin, 2...d5 3.exd5 Qxd5 4.d4 Nf6 5.Nf3|e4 c5 c3 d5 exd5 Qxd5 d4 Nf6 Nf3
B22|Sicilya|Alapin, 2...d5 3.exd5 Qxd5 4.d4 Nf6 5.Nf3 Bg4|e4 c5 c3 d5 exd5 Qxd5 d4 Nf6 Nf3 Bg4
B22|Sicilya|Alapin, 2...d5 3.exd5 Qxd5 4.d4 Nf6 5.Nf3 Bg4 6.Be2 e6|e4 c5 c3 d5 exd5 Qxd5 d4 Nf6 Nf3 Bg4 Be2 e6
B22|Sicilya|Alapin, 2...d5 3.exd5 Qxd5 4.d4 Nf6 5.Nf3 e6 6.Be2|e4 c5 c3 d5 exd5 Qxd5 d4 Nf6 Nf3 e6 Be2
B22|Sicilya|Alapin, 2...d5 3.exd5 Qxd5 4.d4 Nf6 5.Nf3 e6 6.Be3|e4 c5 c3 d5 exd5 Qxd5 d4 Nf6 Nf3 e6 Be3
B22|Sicilya|Alapin, 2...d5 3.exd5 Qxd5 4.d4 cxd4|e4 c5 c3 d5 exd5 Qxd5 d4 cxd4
B22|Sicilya|Alapin, 2...d5 3.exd5 Qxd5 4.d4 cxd4 5.cxd4|e4 c5 c3 d5 exd5 Qxd5 d4 cxd4 cxd4
B22|Sicilya|Alapin, 2...d5 3.exd5 Qxd5 4.d4 e6|e4 c5 c3 d5 exd5 Qxd5 d4 e6
B22|Sicilya|Alapin, 2...d5 3.exd5 Qxd5 4.d4 e6 5.Nf3|e4 c5 c3 d5 exd5 Qxd5 d4 e6 Nf3
B22|Sicilya|Alapin, 2...d6|e4 c5 c3 d6
B22|Sicilya|Alapin, 2...e5|e4 c5 c3 e5
B22|Sicilya|Alapin, 2...e6|e4 c5 c3 e6
