# ECO | Aile | Varyant | SAN hamleleri
# Kaynak: Scid vs. PC scid.eco (Shane Hudson ve diğerleri, GPL).
# Açılış adları kaynaktaki gibi, İngilizce.
A66|Benoni: Mikenas Attack|8...Nfd7 9.e6|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 f4 Bg7 e5 Nfd7 e6
A66|Benoni: Mikenas Attack|9.Nb5 dxe5 10.Nd6+|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 f4 Bg7 e5 Nfd7 Nb5 dxe5 Nd6+
A66|Benoni: Mikenas Attack|9.Nb5 dxe5 10.Nd6+ Ke7 11.Nxc8+|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 f4 Bg7 e5 Nfd7 Nb5 dxe5 Nd6+ Ke7 Nxc8+
A66|Benoni: Mikenas Attack|9.Nb5 dxe5 10.Nd6+ Ke7 11.Nxc8+ Qxc8 12.Nf3|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 f4 Bg7 e5 Nfd7 Nb5 dxe5 Nd6+ Ke7 Nxc8+ Qxc8 Nf3
A61|Benoni: Nimzowitsch|7...Bg7|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 Nf3 g6 Nd2 Bg7
A61|Benoni: Nimzowitsch|7...Nbd7|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 Nf3 g6 Nd2 Nbd7
A61|Benoni: Nimzowitsch|7...Bg7 8.Nc4 O-O 9.Bf4|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 Nf3 g6 Nd2 Bg7 Nc4 O-O Bf4
A61|Benoni: Nimzowitsch|7...Bg7 8.Nc4 O-O 9.Bg5|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 Nf3 g6 Nd2 Bg7 Nc4 O-O Bg5
A60|Benoni: Snake|6.Nf3|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 Bd6 Nf3
A60|Benoni: Snake|6.e4|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 Bd6 e4
A60|Benoni: Snake|6.Nf3 Bc7|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 Bd6 Nf3 Bc7
A60|Benoni: Snake|6.e4 O-O 7.Nf3|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 Bd6 e4 O-O Nf3
A65|Benoni: Sämisch|7...Bg7|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 f3 Bg7
A65|Benoni: Sämisch|8.Be3|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 f3 Bg7 Be3
A65|Benoni: Sämisch|8.Bg5|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 f3 Bg7 Bg5
A65|Benoni: Sämisch|8.Nge2|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 f3 Bg7 Nge2
A65|Benoni: Sämisch|8.Bg5 O-O|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 f3 Bg7 Bg5 O-O
A65|Benoni: Sämisch|8.Bg5 h6|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 f3 Bg7 Bg5 h6
A65|Benoni: Sämisch|8.Bg5 O-O 9.Nge2|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 f3 Bg7 Bg5 O-O Nge2
A65|Benoni: Sämisch|8.Bg5 O-O 9.Qd2|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 f3 Bg7 Bg5 O-O Qd2
A65|Benoni: Sämisch|8.Bg5 O-O 9.Qd2 a6|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 f3 Bg7 Bg5 O-O Qd2 a6
A65|Benoni: Sämisch|8.Bg5 h6 9.Be3 O-O|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 f3 Bg7 Bg5 h6 Be3 O-O
A65|Benoni: Sämisch|8.Bg5 h6 9.Be3 O-O 10.Nge2|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 f3 Bg7 Bg5 h6 Be3 O-O Nge2
A65|Benoni: Sämisch|8.Bg5 h6 9.Be3 O-O 10.Qd2|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 f3 Bg7 Bg5 h6 Be3 O-O Qd2
A65|Benoni: Sämisch|8.Bg5 h6 9.Be3 O-O 10.Qd2 Re8|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 f3 Bg7 Bg5 h6 Be3 O-O Qd2 Re8
A65|Benoni: Sämisch|8.Bg5 h6 9.Be3 O-O 10.Qd2 a6|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 f3 Bg7 Bg5 h6 Be3 O-O Qd2 a6
A65|Benoni: Sämisch|8.Bg5 h6 9.Be3 O-O 10.Qd2 a6 11.a4|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 f3 Bg7 Bg5 h6 Be3 O-O Qd2 a6 a4
A65|Benoni: Sämisch|8.Bg5 h6 9.Be3 O-O 10.Qd2 a6 11.a4 Nbd7|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 f3 Bg7 Bg5 h6 Be3 O-O Qd2 a6 a4 Nbd7
A65|Benoni: Sämisch|8.Bg5 h6 9.Be3 O-O 10.Qd2 a6 11.a4 Re8|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 f3 Bg7 Bg5 h6 Be3 O-O Qd2 a6 a4 Re8
A65|Benoni: Sämisch|8.Bg5 h6 9.Be3 O-O 10.Qd2 a6 11.a4 h5|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 f3 Bg7 Bg5 h6 Be3 O-O Qd2 a6 a4 h5
A65|Benoni: Sämisch|8.Bg5 h6 9.Be3 O-O 10.Qd2 a6 11.a4 Re8 12.Nge2 Nbd7|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 f3 Bg7 Bg5 h6 Be3 O-O Qd2 a6 a4 Re8 Nge2 Nbd7
A61|Benoni: Uhlmann|7...Bg7|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 Nf3 g6 Bg5 Bg7
A61|Benoni: Uhlmann|7...h6|d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 Nf3 g6 Bg5 h6
A02|Bird|Ana Hat|f4
A02|Bird|1..d6|f4 d6
A02|Bird|Hobbs Gambit|f4 g5
A02|Bird|Symmetrical|f4 f5
A02|Bird|From Gambit Accepted|f4 e5 fxe5
A02|Bird, 1...Nf6|1..Nf6|f4 Nf6
A02|Bird, 1...Nf6|1..Nf6 2.Nf3|f4 Nf6 Nf3
A02|Bird, 1...Nf6|1..Nf6 2.b3|f4 Nf6 b3
A02|Bird, 1...Nf6|1..Nf6 2.e3|f4 Nf6 e3
A02|Bird, 1...Nf6|1..Nf6 2.g3|f4 Nf6 g3
A02|Bird, 1...Nf6|1..Nf6 2.Nf3 c5|f4 Nf6 Nf3 c5
A02|Bird, 1...Nf6|1..Nf6 2.Nf3 d6|f4 Nf6 Nf3 d6
A02|Bird, 1...Nf6|1..Nf6 2.Nf3 g6|f4 Nf6 Nf3 g6
A02|Bird, 1...Nf6|Batavo Polish Attack|f4 Nf6 Nf3 g6 b4
A02|Bird, 1...c5|1..c5|f4 c5
A02|Bird, 1...c5|1..c5 2.Nf3 Nc6|f4 c5 Nf3 Nc6
A03|Bird, 1...d5|1...d5|f4 d5
A03|Bird, 1...d5|1...d5 2.Nf3|f4 d5 Nf3
A03|Bird, 1...d5|Dudweiler Gambit|f4 d5 g4
A03|Bird, 1...d5|Sturm Gambit|f4 d5 c4
A03|Bird, 1...d5|Williams Gambit|f4 d5 e4
A03|Bird, 1...d5|1...d5 2.Nf3 Nf6|f4 d5 Nf3 Nf6
A03|Bird, 1...d5|1...d5 2.Nf3 c5|f4 d5 Nf3 c5
A03|Bird, 1...d5|1...d5 2.Nf3 g6|f4 d5 Nf3 g6
A03|Bird, 1...d5|1...d5 2.Nf3 Nf6 3.b3|f4 d5 Nf3 Nf6 b3
A03|Bird, 1...d5|1...d5 2.Nf3 Nf6 3.g3|f4 d5 Nf3 Nf6 g3
A03|Bird, 1...d5|1...d5 2.Nf3 c5 3.e3|f4 d5 Nf3 c5 e3
A03|Bird, 1...d5|1...d5 2.Nf3 g6 3.e3|f4 d5 Nf3 g6 e3
A03|Bird, 1...d5|Batavo Gambit|f4 d5 Nf3 c5 e4
A03|Bird, 1...d5|1...d5 2.Nf3 Nf6 3.g3 g6: 5.O-O|f4 d5 Nf3 Nf6 g3 g6 Bg2 Bg7 O-O
A03|Bird, 1...d5|1...d5 2.Nf3 Nf6 3.g3 g6: 5.d3|f4 d5 Nf3 Nf6 g3 g6 Bg2 Bg7 d3
A03|Bird, 1...d5|1...d5 2.Nf3 Nf6 3.g3 g6: 5.O-O O-O|f4 d5 Nf3 Nf6 g3 g6 Bg2 Bg7 O-O O-O
A03|Bird, 1...d5|1...d5 2.Nf3 Nf6 3.g3 g6: 5.O-O O-O 6.d3|f4 d5 Nf3 Nf6 g3 g6 Bg2 Bg7 O-O O-O d3
A03|Bird, 1...d5|1...d5 2.Nf3 Nf6 3.g3 g6: 6.d3 c5|f4 d5 Nf3 Nf6 g3 g6 Bg2 Bg7 O-O O-O d3 c5
A03|Bird, 1...d5|1...d5 2.Nf3 Nf6 3.g3 g6: 6.d3 c6|f4 d5 Nf3 Nf6 g3 g6 Bg2 Bg7 O-O O-O d3 c6
A03|Bird: 1...d5 2.Nf3 Nf6 3.g3 g6|Ana Hat (3 hamle)|f4 d5 Nf3 Nf6 g3 g6
A03|Bird: 1...d5 2.Nf3 Nf6 3.g3 g6|Ana Hat (4.Bg2)|f4 d5 Nf3 Nf6 g3 g6 Bg2 Bg7
A03|Bird: 1...d5 2.Nf3 g6 3.g3|Ana Hat (3 hamle)|f4 d5 Nf3 g6 g3
A03|Bird: 1...d5 2.Nf3 g6 3.g3|Ana Hat (3...Bg7)|f4 d5 Nf3 g6 g3 Bg7 Bg2
A03|Bird: 1...d5 2.b3|Ana Hat (2 hamle-1)|f4 d5 b3
A03|Bird: 1...d5 2.b3|Ana Hat (2 hamle-2)|f4 d5 b3 Nf6
A03|Bird: 1...d5 2.b3|Ana Hat (3.Bb2)|f4 d5 b3 Nf6 Bb2
A03|Bird: 1...d5 2.g3|Ana Hat (2 hamle-1)|f4 d5 g3
A03|Bird: 1...d5 2.g3|Ana Hat (2 hamle-2)|f4 d5 g3 Nf6
A03|Bird: 1...d5 2.g3|Ana Hat (3.Bg2)|f4 d5 g3 Nf6 Bg2
A02|Bird: 1..Nf6 2.Nf3 g6 3.g3|Ana Hat (3 hamle)|f4 Nf6 Nf3 g6 g3
A02|Bird: 1..Nf6 2.Nf3 g6 3.g3|Ana Hat (4 hamle)|f4 Nf6 Nf3 g6 g3 Bg7 Bg2
A02|Bird: 1..Nf6 2.Nf3 g6 3.g3|Ana Hat (4...d6)|f4 Nf6 Nf3 g6 g3 Bg7 Bg2 d6
A02|Bird: 1..g6|Ana Hat (1 hamle)|f4 g6
A02|Bird: 1..g6|Ana Hat (3.e3)|f4 g6 Nf3 Bg7 e3
A02|Bird: 1..g6|Ana Hat (3.g3)|f4 g6 Nf3 Bg7 g3
A02|Bird: From Gambit|Ana Hat|f4 e5
A02|Bird: From Gambit|2...d6|f4 e5 fxe5 d6
A02|Bird: From Gambit|Schlecter|f4 e5 fxe5 Nc6
A02|Bird: From Gambit|3.exd6|f4 e5 fxe5 d6 exd6
A02|Bird: From Gambit|3...Bxd6|f4 e5 fxe5 d6 exd6 Bxd6
A02|Bird: From Gambit|Langheld Gambit|f4 e5 fxe5 d6 exd6 Nf6
A02|Bird: From Gambit|Lasker Variation|f4 e5 fxe5 d6 exd6 Bxd6 Nf3 g5
A02|Bird: From Gambit|Lasker, 5.d4|f4 e5 fxe5 d6 exd6 Bxd6 Nf3 g5 d4
A02|Bird: From Gambit|Lasker, 5.g3|f4 e5 fxe5 d6 exd6 Bxd6 Nf3 g5 g3
A02|Bird: From Gambit|Lipke|f4 e5 fxe5 d6 exd6 Bxd6 Nf3 Nh6 d4
A02|Bird: From Gambit|Lasker, Queenswap Line|f4 e5 fxe5 d6 exd6 Bxd6 Nf3 g5 d4 g4 Ne5 Bxe5 dxe5 Qxd1+
A03|Bird: Lasker|3...Bg4|f4 d5 Nf3 Nf6 e3 Bg4
A03|Bird: Lasker|3...c5|f4 d5 Nf3 Nf6 e3 c5
A03|Bird: Lasker|3...e6|f4 d5 Nf3 Nf6 e3 e6
A03|Bird: Lasker|3...g6|f4 d5 Nf3 Nf6 e3 g6
A03|Bird: Lasker|3...c5 4.b3|f4 d5 Nf3 Nf6 e3 c5 b3
A03|Bird: Lasker Variation|Ana Hat (2 hamle-1)|f4 d5 e3
A03|Bird: Lasker Variation|Ana Hat (2 hamle-2)|f4 d5 e3 Nf6
A03|Bird: Lasker Variation|Ana Hat (2.Nf3)|f4 d5 Nf3 Nf6 e3
A02|Bird: Swiss Gambit|Ana Hat (2 hamle)|f4 f5 e4
A02|Bird: Swiss Gambit|Ana Hat (2...fxe4)|f4 f5 e4 fxe4 Nc3 Nf6 g4
C23|Bishop's Opening|Ana Hat|e4 e5 Bc4
C23|Bishop's Opening|Anderssen Gambit|e4 e5 Bc4 b5
C24|Bishop's Opening|Berlin Defence|e4 e5 Bc4 Nf6
C23|Bishop's Opening|Calabrese Countergambit|e4 e5 Bc4 f5
C23|Bishop's Opening|Classical Variation|e4 e5 Bc4 Bc5
C23|Bishop's Opening|Philidor Counterattack|e4 e5 Bc4 c6
C23|Bishop's Opening|2...Bc5 3.Qe2|e4 e5 Bc4 Bc5 Qe2
C24|Bishop's Opening|3.d3|e4 e5 Bc4 Nf6 d3
C24|Bishop's Opening|3.d4|e4 e5 Bc4 Nf6 d4
C23|Bishop's Opening|Calabrese Countergambit, Jänisch Variation|e4 e5 Bc4 f5 d3
C24|Bishop's Opening|Greco Gambit|e4 e5 Bc4 Nf6 f4
C23|Bishop's Opening|Lewis Gambit|e4 e5 Bc4 Bc5 d4
C23|Bishop's Opening|MacDonnell Gambit|e4 e5 Bc4 Bc5 b4
C23|Bishop's Opening|Philidor Variation|e4 e5 Bc4 Bc5 c3
C23|Bishop's Opening|2...Bc5 3.c3 Nf6|e4 e5 Bc4 Bc5 c3 Nf6
C24|Bishop's Opening|3.d3 d5|e4 e5 Bc4 Nf6 d3 d5
C23|Bishop's Opening|Lewis Countergambit|e4 e5 Bc4 Bc5 c3 d5
C24|Bishop's Opening|Paulsen Defence|e4 e5 Bc4 Nf6 d3 c6
C23|Bishop's Opening|del Rio Variation|e4 e5 Bc4 Bc5 c3 Qg5
C23|Bishop's Opening|MacDonnell Double Gambit|e4 e5 Bc4 Bc5 b4 Bxb4 f4
C24|Bishop's Opening|Paulsen, 4.Nf3|e4 e5 Bc4 Nf6 d3 c6 Nf3
C23|Bishop's Opening|Lewis Countergambit, Jänisch|e4 e5 Bc4 Bc5 c3 d5 Bxd5 Nf6 Qf3
C23|Bishop's Opening|Lopez Gambit|e4 e5 Bc4 Bc5 Qe2 Nc6 c3 Nf6 f4
C23|Bishop's Opening|Pratt Variation|e4 e5 Bc4 Bc5 c3 Nf6 d4 exd4 e5 d5 exf6 dxc4 Qh5 O-O
C23|Bishop's Opening|Lisitsin Variation|e4 e5 Bc4 c6 d4 d5 exd5 cxd5 Bb5+ Bd7 Bxd7+ Nxd7 dxe5 Nxe5 Ne2
C23|Bishop's Opening|MacDonnell, Four Pawns Gambit|e4 e5 Bc4 Bc5 b4 Bxb4 f4 exf4 Nf3 Be7 d4 Bh4+ g3 fxg3 O-O gxh2+ Kh1
C24|Bishop's Opening: Urusov Gambit|Ana Hat|e4 e5 Bc4 Nf6 d4 exd4 Nf3
C24|Bishop's Opening: Urusov Gambit|6.Bg5 Nc6 Defence|e4 e5 Bc4 Nf6 d4 exd4 Nf3 Nxe4 Qxd4 Nf6 Bg5 Nc6
C24|Bishop's Opening: Urusov Gambit|Panov Variation|e4 e5 Bc4 Nf6 d4 exd4 Nf3 d5 exd5 Bb4+ c3 Qe7+
C24|Bishop's Opening: Urusov Gambit|Marshall Variation|e4 e5 Bc4 Nf6 d4 exd4 Nf3 Nxe4 Qxd4 Nf6 Nc3 Nc6 Qh4
C24|Bishop's Opening: Urusov Gambit|7...Nc6 Defence|e4 e5 Bc4 Nf6 d4 exd4 Nf3 Nxe4 Qxd4 Nf6 Bg5 Be7 Nc3 Nc6
C24|Bishop's Opening: Urusov Gambit|7...c6 Defence|e4 e5 Bc4 Nf6 d4 exd4 Nf3 Nxe4 Qxd4 Nf6 Bg5 Be7 Nc3 c6
C24|Bishop's Opening: Urusov Gambit|Estrin Variation|e4 e5 Bc4 Nf6 d4 exd4 Nf3 Nxe4 Qxd4 Nf6 Bg5 Be7 Nc3 Nc6 Qh4 d5
C24|Bishop's Opening: Urusov Gambit|Keres Variation|e4 e5 Bc4 Nf6 d4 exd4 Nf3 Nxe4 Qxd4 Nf6 Bg5 Be7 Nc3 Nc6 Qh4 d6
C24|Bishop's Opening: Urusov Gambit|Larsen Variation|e4 e5 Bc4 Nf6 d4 exd4 Nf3 Nxe4 Qxd4 Nf6 Bg5 Be7 Nc3 c6 O-O-O d5 Rhe1 O-O Qh4
C24|Bishop's Opening: Urusov Gambit|Karpov Variation|e4 e5 Bc4 Nf6 d4 exd4 Nf3 Nxe4 Qxd4 Nf6 Bg5 Be7 Nc3 c6 O-O-O d5 Rhe1 Be6 Bd3 Nbd7 Qh4 c5
C24|Bishop's Opening: Urusov Gambit|Forintos/Haag Variation|e4 e5 Bc4 Nf6 d4 exd4 Nf3 Nxe4 Qxd4 Nf6 Bg5 Be7 Nc3 c6 O-O-O d5 Rhe1 Be6 Bd3 Nbd7 Qh4 Nc5 Nd4 Ng8
D00|Blackmar-Diemer|Beyer Countergambit|d4 d5 e4 e5
D00|Blackmar-Diemer|2.e4 dxe4 3.Nc3|d4 d5 e4 dxe4 Nc3
D00|Blackmar-Diemer|Fritz Attack|d4 d5 e4 dxe4 Bc4
D00|Blackmar-Diemer|Gedult Gambit|d4 d5 e4 dxe4 f3
D00|Blackmar-Diemer|3...dxe4|d4 d5 Nc3 Nf6 e4 dxe4
D00|Blackmar-Diemer|Grosshans Defence|d4 d5 e4 dxe4 Nc3 Bd7
D00|Blackmar-Diemer|Hubsch Gambit|d4 d5 Nc3 Nf6 e4 Nxe4
D00|Blackmar-Diemer|Lemberger Countergambit|d4 d5 e4 dxe4 Nc3 e5
D00|Blackmar-Diemer|Pohmlann Defence|d4 d5 e4 dxe4 Nc3 f5
D00|Blackmar-Diemer|Zeller Defence|d4 d5 e4 dxe4 Nc3 Bf5
D00|Blackmar-Diemer|4.f3|d4 d5 Nc3 Nf6 e4 dxe4 f3
D00|Blackmar-Diemer|Lemberger Countergambit, Rassmussen Attack|d4 d5 e4 dxe4 Nc3 e5 Nge2
D00|Blackmar-Diemer|Lemberger Countergambit, Sneider Attack|d4 d5 e4 dxe4 Nc3 e5 Qh5
D00|Blackmar-Diemer|von Popiel Attack|d4 d5 Nc3 Nf6 e4 dxe4 Bg5
D00|Blackmar-Diemer|Accepted|d4 d5 Nc3 Nf6 e4 dxe4 f3 exf3
D00|Blackmar-Diemer|Elbert Countergambit|d4 d5 Nc3 Nf6 e4 dxe4 f3 e5
D00|Blackmar-Diemer|Lamb Defence|d4 d5 Nc3 Nf6 e4 dxe4 f3 Nc6
D00|Blackmar-Diemer|Langeheinecke Defence|d4 d5 Nc3 Nf6 e4 dxe4 f3 e3
D00|Blackmar-Diemer|O'Kelly Defence|d4 d5 Nc3 Nf6 e4 dxe4 f3 c6
D00|Blackmar-Diemer|Vienna Defence|d4 d5 Nc3 Nf6 e4 dxe4 f3 Bf5
D00|Blackmar-Diemer|Weinspach Defence|d4 d5 Nc3 Nf6 e4 dxe4 f3 e6
D00|Blackmar-Diemer|4.f3 exf3 5.Nxf3|d4 d5 Nc3 Nf6 e4 dxe4 f3 exf3 Nxf3
D00|Blackmar-Diemer|Ryder Gambit|d4 d5 Nc3 Nf6 e4 dxe4 f3 exf3 Qxf3
D00|Blackmar-Diemer|Bogoljubow Defence|d4 d5 Nc3 Nf6 e4 dxe4 f3 exf3 Nxf3 g6
D00|Blackmar-Diemer|Euwe Defence|d4 d5 Nc3 Nf6 e4 dxe4 f3 exf3 Nxf3 e6
D00|Blackmar-Diemer|Gunderam Defence|d4 d5 Nc3 Nf6 e4 dxe4 f3 exf3 Nxf3 Bf5
D00|Blackmar-Diemer|Tartakower Defence|d4 d5 Nc3 Nf6 e4 dxe4 f3 exf3 Nxf3 Bg4
D00|Blackmar-Diemer|Ziegler Defence|d4 d5 Nc3 Nf6 e4 dxe4 f3 exf3 Nxf3 c6
D00|Blackmar-Diemer Gambit (BDG)|Ana Hat|d4 d5 Nc3 Nf6 e4
D00|Blackmar-Diemer Gambit (BDG)|2.e4|d4 d5 e4
D00|Blackmar-Diemer Gambit (BDG)|2.e4 dxe4|d4 d5 e4 dxe4
E10|Blumenfeld|5.Bg5|d4 Nf6 c4 e6 Nf3 c5 d5 b5 Bg5
E10|Blumenfeld|5.dxe6|d4 Nf6 c4 e6 Nf3 c5 d5 b5 dxe6
E10|Blumenfeld|5.Bg5 Qa5+|d4 Nf6 c4 e6 Nf3 c5 d5 b5 Bg5 Qa5+
E10|Blumenfeld|5.Bg5 exd5|d4 Nf6 c4 e6 Nf3 c5 d5 b5 Bg5 exd5
E10|Blumenfeld|5.Bg5 h6|d4 Nf6 c4 e6 Nf3 c5 d5 b5 Bg5 h6
E10|Blumenfeld|5.dxe6 fxe6 6.cxb5|d4 Nf6 c4 e6 Nf3 c5 d5 b5 dxe6 fxe6 cxb5
E10|Blumenfeld|5.dxe6 fxe6 6.cxb5 d5|d4 Nf6 c4 e6 Nf3 c5 d5 b5 dxe6 fxe6 cxb5 d5
E10|Blumenfeld|Spielmann Variation|d4 Nf6 c4 e6 Nf3 c5 d5 b5 Bg5 exd5 cxd5 h6
E10|Blumenfeld Countergambit|Ana Hat|d4 Nf6 c4 e6 Nf3 c5 d5 b5
E11|Bogo-Indian|Ana Hat|d4 Nf6 c4 e6 Nf3 Bb4+
E11|Bogo-Indian, 4.Bd2|4.Bd2|d4 Nf6 c4 e6 Nf3 Bb4+ Bd2
E11|Bogo-Indian, 4.Bd2|4.Bd2 Be7|d4 Nf6 c4 e6 Nf3 Bb4+ Bd2 Be7
E11|Bogo-Indian, 4.Bd2|4.Bd2 Bxd2+|d4 Nf6 c4 e6 Nf3 Bb4+ Bd2 Bxd2+
E11|Bogo-Indian, 4.Bd2|4.Bd2 a5|d4 Nf6 c4 e6 Nf3 Bb4+ Bd2 a5
E11|Bogo-Indian, 4.Bd2|Nimzowitsch Variation|d4 Nf6 c4 e6 Nf3 Bb4+ Bd2 Qe7
E11|Bogo-Indian, 4.Bd2|Vitolins Variation|d4 Nf6 c4 e6 Nf3 Bb4+ Bd2 c5
E11|Bogo-Indian, 4.Bd2|4.Bd2 Be7 5.g3|d4 Nf6 c4 e6 Nf3 Bb4+ Bd2 Be7 g3
E11|Bogo-Indian, 4.Bd2|4.Bd2 Bxd2+ 5.Nbxd2|d4 Nf6 c4 e6 Nf3 Bb4+ Bd2 Bxd2+ Nbxd2
E11|Bogo-Indian, 4.Bd2|4.Bd2 Bxd2+ 5.Qxd2|d4 Nf6 c4 e6 Nf3 Bb4+ Bd2 Bxd2+ Qxd2
E11|Bogo-Indian, 4.Bd2|4.Bd2 a5 5.Nc3|d4 Nf6 c4 e6 Nf3 Bb4+ Bd2 a5 Nc3
E11|Bogo-Indian, 4.Bd2|4.Bd2 a5 5.g3|d4 Nf6 c4 e6 Nf3 Bb4+ Bd2 a5 g3
E11|Bogo-Indian, 4.Bd2|4.Bd2 Be7 5.g3 d5|d4 Nf6 c4 e6 Nf3 Bb4+ Bd2 Be7 g3 d5
E11|Bogo-Indian, 4.Bd2|4.Bd2 Bxd2+ 5.Qxd2 O-O|d4 Nf6 c4 e6 Nf3 Bb4+ Bd2 Bxd2+ Qxd2 O-O
E11|Bogo-Indian, 4.Bd2|4.Bd2 Be7 5.g3 d5 6.Bg2|d4 Nf6 c4 e6 Nf3 Bb4+ Bd2 Be7 g3 d5 Bg2
E11|Bogo-Indian, 4.Bd2|4.Bd2 Bxd2+ 5.Qxd2 O-O 6.Nc3|d4 Nf6 c4 e6 Nf3 Bb4+ Bd2 Bxd2+ Qxd2 O-O Nc3
E11|Bogo-Indian, 4.Bd2|Vitolins, 6.g3|d4 Nf6 c4 e6 Nf3 Bb4+ Bd2 c5 Bxb4 cxb4 g3
E11|Bogo-Indian, 4.Bd2|4.Bd2 Be7 5.g3 d5 6.Bg2 O-O|d4 Nf6 c4 e6 Nf3 Bb4+ Bd2 Be7 g3 d5 Bg2 O-O
E11|Bogo-Indian, 4.Bd2|4.Bd2 Bxd2+ 5.Qxd2 O-O 6.Nc3 d5|d4 Nf6 c4 e6 Nf3 Bb4+ Bd2 Bxd2+ Qxd2 O-O Nc3 d5
E11|Bogo-Indian, 4.Bd2|4.Bd2 Bxd2+ 5.Qxd2 O-O 6.Nc3 d5 7.e3|d4 Nf6 c4 e6 Nf3 Bb4+ Bd2 Bxd2+ Qxd2 O-O Nc3 d5 e3
E11|Bogo-Indian, 4.Bd2|4.Bd2 Be7 5.g3 d5 6.Bg2 O-O 7.O-O c6|d4 Nf6 c4 e6 Nf3 Bb4+ Bd2 Be7 g3 d5 Bg2 O-O O-O c6
E11|Bogo-Indian, 4.Bd2|4.Bd2 Be7 5.g3 d5 6.Bg2 O-O 7.O-O c6 8.Qc2|d4 Nf6 c4 e6 Nf3 Bb4+ Bd2 Be7 g3 d5 Bg2 O-O O-O c6 Qc2
E11|Bogo-Indian, 4.Bd2|4.Bd2 Be7 5.g3 d5 6.Bg2 O-O 7.O-O c6 8.Qc2 b6|d4 Nf6 c4 e6 Nf3 Bb4+ Bd2 Be7 g3 d5 Bg2 O-O O-O c6 Qc2 b6
E11|Bogo-Indian, 4.Bd2|4.Bd2 Be7 5.g3 d5 6.Bg2 O-O 7.O-O c6 8.Qc2 b6 9.Bf4|d4 Nf6 c4 e6 Nf3 Bb4+ Bd2 Be7 g3 d5 Bg2 O-O O-O c6 Qc2 b6 Bf4
E11|Bogo-Indian, 4.Nbd2|4.Nbd2|d4 Nf6 c4 e6 Nf3 Bb4+ Nbd2
E11|Bogo-Indian, 4.Nbd2|4.Nbd2 O-O|d4 Nf6 c4 e6 Nf3 Bb4+ Nbd2 O-O
E11|Bogo-Indian, 4.Nbd2|4.Nbd2 b6|d4 Nf6 c4 e6 Nf3 Bb4+ Nbd2 b6
E11|Bogo-Indian, 4.Nbd2|4.Nbd2 d5|d4 Nf6 c4 e6 Nf3 Bb4+ Nbd2 d5
E11|Bogo-Indian, 4.Nbd2|4.Nbd2 O-O 5.a3|d4 Nf6 c4 e6 Nf3 Bb4+ Nbd2 O-O a3
E11|Bogo-Indian, 4.Nbd2|4.Nbd2 b6 5.a3|d4 Nf6 c4 e6 Nf3 Bb4+ Nbd2 b6 a3
