# ECO | Aile | Varyant | SAN hamleleri
# Kaynak: Scid vs. PC scid.eco (Shane Hudson ve diğerleri, GPL).
# Aile adları Türkçeleştirildi; varyant adları kaynaktaki gibi.
E07|Katalan Açılışı|Closed, 6...Nbd7 7.b3|d4 Nf6 c4 e6 g3 d5 Bg2 Be7 Nf3 O-O O-O Nbd7 b3 c6 Ba3
E07|Katalan Açılışı|Closed, 6...Nbd7 7.b3|d4 Nf6 c4 e6 g3 d5 Bg2 Be7 Nf3 O-O O-O Nbd7 b3 c6 Bb2
E07|Katalan Açılışı|Closed, Botvinnik Variation|d4 Nf6 c4 e6 g3 d5 Bg2 Be7 Nf3 O-O O-O Nbd7 Nc3 c6 Qd3
E08|Katalan Açılışı|Closed, 7.Qc2|d4 Nf6 c4 e6 g3 d5 Bg2 Be7 Nf3 O-O O-O Nbd7 Qc2
E08|Katalan Açılışı|Closed, 7.Qc2 b6|d4 Nf6 c4 e6 g3 d5 Bg2 Be7 Nf3 O-O O-O Nbd7 Qc2 b6
E08|Katalan Açılışı|Closed, 7.Qc2 c5|d4 Nf6 c4 e6 g3 d5 Bg2 Be7 Nf3 O-O O-O Nbd7 Qc2 c5
E08|Katalan Açılışı|Closed, 7.Qc2 c6|d4 Nf6 c4 e6 g3 d5 Bg2 Be7 Nf3 O-O O-O Nbd7 Qc2 c6
E08|Katalan Açılışı|Closed, 7.Qc2 c6 8.Bf4|d4 Nf6 c4 e6 g3 d5 Bg2 Be7 Nf3 O-O O-O Nbd7 Qc2 c6 Bf4
E08|Katalan Açılışı|Closed, 7.Qc2 c6 8.Bf4 Ne4|d4 Nf6 c4 e6 g3 d5 Bg2 Be7 Nf3 O-O O-O Nbd7 Qc2 c6 Bf4 Ne4
E08|Katalan Açılışı|Closed, 7.Qc2 c6 8.Bf4 Nh5|d4 Nf6 c4 e6 g3 d5 Bg2 Be7 Nf3 O-O O-O Nbd7 Qc2 c6 Bf4 Nh5
E08|Katalan Açılışı|Closed, 7.Qc2 c6 8.Bf4 b6|d4 Nf6 c4 e6 g3 d5 Bg2 Be7 Nf3 O-O O-O Nbd7 Qc2 c6 Bf4 b6
E08|Katalan Açılışı|Closed, 7.Qc2 c6 8.Rd1|d4 Nf6 c4 e6 g3 d5 Bg2 Be7 Nf3 O-O O-O Nbd7 Qc2 c6 Rd1
E08|Katalan Açılışı|Closed, 7.Qc2 c6 8.Rd1 b6|d4 Nf6 c4 e6 g3 d5 Bg2 Be7 Nf3 O-O O-O Nbd7 Qc2 c6 Rd1 b6
E08|Katalan Açılışı|Closed, 7.Qc2 c6 8.b3|d4 Nf6 c4 e6 g3 d5 Bg2 Be7 Nf3 O-O O-O Nbd7 Qc2 c6 b3
E08|Katalan Açılışı|Closed, 7.Qc2 c6 8.b3 b5|d4 Nf6 c4 e6 g3 d5 Bg2 Be7 Nf3 O-O O-O Nbd7 Qc2 c6 b3 b5
E08|Katalan Açılışı|Closed, 7.Qc2 c6 8.b3 b6|d4 Nf6 c4 e6 g3 d5 Bg2 Be7 Nf3 O-O O-O Nbd7 Qc2 c6 b3 b6
E08|Katalan Açılışı|Closed, 7.Qc2 c6 8.b3 b6 9.Rd1|d4 Nf6 c4 e6 g3 d5 Bg2 Be7 Nf3 O-O O-O Nbd7 Qc2 c6 b3 b6 Rd1
E08|Katalan Açılışı|Closed, 7.Qc2 c6 8.b3 b6 9.Rd1 Ba6|d4 Nf6 c4 e6 g3 d5 Bg2 Be7 Nf3 O-O O-O Nbd7 Qc2 c6 b3 b6 Rd1 Ba6
