# ECO | Aile | Varyant | SAN hamleleri
# Kaynak: Scid vs. PC scid.eco (Shane Hudson ve diğerleri, GPL).
# Aile adları Türkçeleştirildi; varyant adları kaynaktaki gibi.
D24|Vezir Gambiti Kabul Edildi|4.Nc3 e6 5.Bg5|d4 d5 c4 dxc4 Nf3 Nf6 Nc3 e6 Bg5
D24|Vezir Gambiti Kabul Edildi|4.Nc3 e6 5.e3|d4 d5 c4 dxc4 Nf3 Nf6 Nc3 e6 e3
D24|Vezir Gambiti Kabul Edildi|4.Nc3 e6 5.e4|d4 d5 c4 dxc4 Nf3 Nf6 Nc3 e6 e4
D24|Vezir Gambiti Kabul Edildi|Bogoljubow|d4 d5 c4 dxc4 Nf3 Nf6 Nc3 a6 e4
D24|Vezir Gambiti Kabul Edildi|Bogoljubow, 7.a4|d4 d5 c4 dxc4 Nf3 Nf6 Nc3 a6 e4 b5 e5 Nd5 a4
D24|Vezir Gambiti Kabul Edildi|Bogoljubow, 7.a4 Bb7|d4 d5 c4 dxc4 Nf3 Nf6 Nc3 a6 e4 b5 e5 Nd5 a4 Bb7
D24|Vezir Gambiti Kabul Edildi|Bogoljubow, 7.a4 Nb4|d4 d5 c4 dxc4 Nf3 Nf6 Nc3 a6 e4 b5 e5 Nd5 a4 Nb4
D24|Vezir Gambiti Kabul Edildi|Bogoljubow, 7.a4 Nxc3|d4 d5 c4 dxc4 Nf3 Nf6 Nc3 a6 e4 b5 e5 Nd5 a4 Nxc3
D24|Vezir Gambiti Kabul Edildi|Bogoljubow, 7.a4 Nxc3|d4 d5 c4 dxc4 Nf3 Nf6 Nc3 a6 e4 b5 e5 Nd5 a4 Nxc3 bxc3 Bb7
D24|Vezir Gambiti Kabul Edildi|Bogoljubow, 7.a4 Nxc3|d4 d5 c4 dxc4 Nf3 Nf6 Nc3 a6 e4 b5 e5 Nd5 a4 Nxc3 bxc3 Qd5
D24|Vezir Gambiti Kabul Edildi|Bogoljubow, 7.a4 Nxc3|d4 d5 c4 dxc4 Nf3 Nf6 Nc3 a6 e4 b5 e5 Nd5 a4 Nxc3 bxc3 Qd5 g3 Bb7
D24|Vezir Gambiti Kabul Edildi|Bogoljubow, 7.a4 c6|d4 d5 c4 dxc4 Nf3 Nf6 Nc3 a6 e4 b5 e5 Nd5 a4 c6
D24|Vezir Gambiti Kabul Edildi|Bogoljubow, 7.a4 e6|d4 d5 c4 dxc4 Nf3 Nf6 Nc3 a6 e4 b5 e5 Nd5 a4 e6
D25|Vezir Gambiti Kabul Edildi|4.e3|d4 d5 c4 dxc4 Nf3 Nf6 e3
D25|Vezir Gambiti Kabul Edildi|4.e3 a6|d4 d5 c4 dxc4 Nf3 Nf6 e3 a6
D25|Vezir Gambiti Kabul Edildi|4.e3 c5|d4 d5 c4 dxc4 Nf3 Nf6 e3 c5
D25|Vezir Gambiti Kabul Edildi|Flohr Variation|d4 d5 c4 dxc4 Nf3 Nf6 e3 Be6
D25|Vezir Gambiti Kabul Edildi|Flohr, 5.Nc3|d4 d5 c4 dxc4 Nf3 Nf6 e3 Be6 Nc3
D25|Vezir Gambiti Kabul Edildi|Flohr, 5.Nc3 c6|d4 d5 c4 dxc4 Nf3 Nf6 e3 Be6 Nc3 c6
D25|Vezir Gambiti Kabul Edildi|Janowski-Larsen Variation|d4 d5 c4 dxc4 Nf3 Nf6 e3 Bg4
D25|Vezir Gambiti Kabul Edildi|Janowski-Larsen, 5.Bxc4 e6|d4 d5 c4 dxc4 Nf3 Nf6 e3 Bg4 Bxc4 e6
D25|Vezir Gambiti Kabul Edildi|Janowski-Larsen, 5.h3|d4 d5 c4 dxc4 Nf3 Nf6 e3 Bg4 h3
D25|Vezir Gambiti Kabul Edildi|Janowski-Larsen, 6.Nc3|d4 d5 c4 dxc4 Nf3 Nf6 e3 Bg4 Bxc4 e6 Nc3
D25|Vezir Gambiti Kabul Edildi|Janowski-Larsen, 6.O-O|d4 d5 c4 dxc4 Nf3 Nf6 e3 Bg4 Bxc4 e6 O-O
D25|Vezir Gambiti Kabul Edildi|Janowski-Larsen, 6.Qb3|d4 d5 c4 dxc4 Nf3 Nf6 e3 Bg4 Bxc4 e6 Qb3
D25|Vezir Gambiti Kabul Edildi|Janowski-Larsen, 6.h3|d4 d5 c4 dxc4 Nf3 Nf6 e3 Bg4 Bxc4 e6 h3
D25|Vezir Gambiti Kabul Edildi|Janowski-Larsen, 6.h3 Bh5 7.Nc3|d4 d5 c4 dxc4 Nf3 Nf6 e3 Bg4 Bxc4 e6 h3 Bh5 Nc3
D25|Vezir Gambiti Kabul Edildi|Janowski-Larsen, 6.h3 Bh5 7.Nc3 Nbd7|d4 d5 c4 dxc4 Nf3 Nf6 e3 Bg4 Bxc4 e6 h3 Bh5 Nc3 Nbd7
D25|Vezir Gambiti Kabul Edildi|Janowski-Larsen, 6.h3 Bh5 7.Nc3 Nbd7 8.O-O|d4 d5 c4 dxc4 Nf3 Nf6 e3 Bg4 Bxc4 e6 h3 Bh5 Nc3 Nbd7 O-O
D25|Vezir Gambiti Kabul Edildi|Janowski-Larsen, 6.h3 Bh5 7.Nc3 Nbd7 8.O-O Bd6|d4 d5 c4 dxc4 Nf3 Nf6 e3 Bg4 Bxc4 e6 h3 Bh5 Nc3 Nbd7 O-O Bd6
D25|Vezir Gambiti Kabul Edildi|Janowski-Larsen, 6.h3 Bh5 7.Nc3 Nbd7 8.O-O Bd6 9.Be2|d4 d5 c4 dxc4 Nf3 Nf6 e3 Bg4 Bxc4 e6 h3 Bh5 Nc3 Nbd7 O-O Bd6 Be2
D25|Vezir Gambiti Kabul Edildi|Janowski-Larsen, 6.h3 Bh5 7.Nc3 Nbd7 8.O-O Bd6 9.e4|d4 d5 c4 dxc4 Nf3 Nf6 e3 Bg4 Bxc4 e6 h3 Bh5 Nc3 Nbd7 O-O Bd6 e4
D25|Vezir Gambiti Kabul Edildi|Janowski-Larsen, 6.h3 Bh5 7.Nc3 a6|d4 d5 c4 dxc4 Nf3 Nf6 e3 Bg4 Bxc4 e6 h3 Bh5 Nc3 a6
D25|Vezir Gambiti Kabul Edildi|Janowski-Larsen, 6.h3 Bh5 7.Nc3 a6 8.g4|d4 d5 c4 dxc4 Nf3 Nf6 e3 Bg4 Bxc4 e6 h3 Bh5 Nc3 a6 g4
D25|Vezir Gambiti Kabul Edildi|Smyslov Variation|d4 d5 c4 dxc4 Nf3 Nf6 e3 g6
D25|Vezir Gambiti Kabul Edildi|Smyslov, 5.Bxc4 Bg7|d4 d5 c4 dxc4 Nf3 Nf6 e3 g6 Bxc4 Bg7
D25|Vezir Gambiti Kabul Edildi|Smyslov, 5.Bxc4 Bg7 6.Nc3|d4 d5 c4 dxc4 Nf3 Nf6 e3 g6 Bxc4 Bg7 Nc3
D25|Vezir Gambiti Kabul Edildi|Smyslov, 5.Bxc4 Bg7 6.O-O|d4 d5 c4 dxc4 Nf3 Nf6 e3 g6 Bxc4 Bg7 O-O
D25|Vezir Gambiti Kabul Edildi|Smyslov, 5.Bxc4 Bg7 6.O-O O-O|d4 d5 c4 dxc4 Nf3 Nf6 e3 g6 Bxc4 Bg7 O-O O-O
D25|Vezir Gambiti Kabul Edildi|Smyslov, 5.Bxc4 Bg7 6.O-O O-O 7.Nc3|d4 d5 c4 dxc4 Nf3 Nf6 e3 g6 Bxc4 Bg7 O-O O-O Nc3
D26|Vezir Gambiti Kabul Edildi|4.e3 e6|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6
D26|Vezir Gambiti Kabul Edildi|4.e3 e6 5.Bxc4|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4
D26|Vezir Gambiti Kabul Edildi|4.e3 e6 5.Bxc4 a6|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 a6
D26|Vezir Gambiti Kabul Edildi|4.e3 e6 5.Bxc4 a6 6.O-O|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 a6 O-O
D26|Vezir Gambiti Kabul Edildi|4.e3 e6 5.Bxc4 a6 6.O-O b5|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 a6 O-O b5
D26|Vezir Gambiti Kabul Edildi|Classical Variation|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5
D26|Vezir Gambiti Kabul Edildi|Classical, 6.Nc3|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 Nc3
D26|Vezir Gambiti Kabul Edildi|Classical, 6.Nc3 a6|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 Nc3 a6
D26|Vezir Gambiti Kabul Edildi|Classical, 6.O-O|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O
D26|Vezir Gambiti Kabul Edildi|Classical, 6.O-O Nc6|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O Nc6
D26|Vezir Gambiti Kabul Edildi|Classical, 6.O-O Nc6 7.Nc3|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O Nc6 Nc3
D26|Vezir Gambiti Kabul Edildi|Classical, 6.O-O Nc6 7.Qe2|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O Nc6 Qe2
D26|Vezir Gambiti Kabul Edildi|Classical, Early Queenswap|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 dxc5
D26|Vezir Gambiti Kabul Edildi|Classical, Furman Variation|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 Qe2
D26|Vezir Gambiti Kabul Edildi|Classical, Furman, 6...a6|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 Qe2 a6
D26|Vezir Gambiti Kabul Edildi|Classical, Furman, 6...a6 7.dxc5 Bxc5 8.O-O|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 Qe2 a6 dxc5 Bxc5 O-O
D26|Vezir Gambiti Kabul Edildi|Classical, Furman, 6...a6 7.dxc5 Bxc5 8.O-O Nc6|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 Qe2 a6 dxc5 Bxc5 O-O Nc6
D26|Vezir Gambiti Kabul Edildi|Classical, Furman, 6...a6 7.dxc5 Bxc5 8.O-O b5|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 Qe2 a6 dxc5 Bxc5 O-O b5
D26|Vezir Gambiti Kabul Edildi|Classical, Furman, 6...cxd4|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 Qe2 cxd4
D26|Vezir Gambiti Kabul Edildi|Classical, Steinitz Variation|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O cxd4
D27|Vezir Gambiti Kabul Edildi|Classical, 6...a6|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6
D27|Vezir Gambiti Kabul Edildi|Classical, 6...a6 7.Bb3|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 Bb3
D27|Vezir Gambiti Kabul Edildi|Classical, 6...a6 7.Bb3 Nc6|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 Bb3 Nc6
D27|Vezir Gambiti Kabul Edildi|Classical, 6...a6 7.Bb3 Nc6 8.Nc3|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 Bb3 Nc6 Nc3
D27|Vezir Gambiti Kabul Edildi|Classical, 6...a6 7.Bb3 b5|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 Bb3 b5
D27|Vezir Gambiti Kabul Edildi|Classical, 6...a6 7.Bb3 cxd4|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 Bb3 cxd4
D27|Vezir Gambiti Kabul Edildi|Classical, 6...a6 7.Bd3|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 Bd3
D27|Vezir Gambiti Kabul Edildi|Classical, 6...a6 7.Bd3 Nbd7|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 Bd3 Nbd7
D27|Vezir Gambiti Kabul Edildi|Classical, 6...a6 7.Nc3|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 Nc3
D27|Vezir Gambiti Kabul Edildi|Classical, 6...a6 7.a3|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 a3
D27|Vezir Gambiti Kabul Edildi|Classical, 6...a6 7.b3|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 b3
D27|Vezir Gambiti Kabul Edildi|Classical, Geller Variation|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 e4
D27|Vezir Gambiti Kabul Edildi|Classical, Rubinstein Variation|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 a4
D27|Vezir Gambiti Kabul Edildi|Classical, Rubinstein, 7...Nc6|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 a4 Nc6
D27|Vezir Gambiti Kabul Edildi|Classical, Rubinstein, 8.Nc3|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 a4 Nc6 Nc3
D27|Vezir Gambiti Kabul Edildi|Classical, Rubinstein, 8.Nc3 Be7|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 a4 Nc6 Nc3 Be7
D27|Vezir Gambiti Kabul Edildi|Classical, Rubinstein, 8.Nc3 Be7 9.Qe2|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 a4 Nc6 Nc3 Be7 Qe2
D27|Vezir Gambiti Kabul Edildi|Classical, Rubinstein, 8.Qe2|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 a4 Nc6 Qe2
D27|Vezir Gambiti Kabul Edildi|Classical, Rubinstein, 8.Qe2 Qc7|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 a4 Nc6 Qe2 Qc7
D27|Vezir Gambiti Kabul Edildi|Classical, Rubinstein, 8.Qe2 cxd4|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 a4 Nc6 Qe2 cxd4
D27|Vezir Gambiti Kabul Edildi|Classical, Rubinstein, 8.Qe2 cxd4, 11.Nc3|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 a4 Nc6 Qe2 cxd4 Rd1 Be7 exd4 O-O Nc3
D27|Vezir Gambiti Kabul Edildi|Classical, Rubinstein, 8.Qe2 cxd4, 11.Nc3 Nd5|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 a4 Nc6 Qe2 cxd4 Rd1 Be7 exd4 O-O Nc3 Nd5
D27|Vezir Gambiti Kabul Edildi|Classical, Spassky Variation|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 dxc5
D27|Vezir Gambiti Kabul Edildi|Classical, Spassky, 7...Qxd1|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 dxc5 Qxd1
D27|Vezir Gambiti Kabul Edildi|Classical, Spassky, 9.Nbd2|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 dxc5 Qxd1 Rxd1 Bxc5 Nbd2
D27|Vezir Gambiti Kabul Edildi|Classical, Spassky, 9.b3|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 dxc5 Qxd1 Rxd1 Bxc5 b3
D28|Vezir Gambiti Kabul Edildi|Classical, 7.Qe2|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 Qe2
D28|Vezir Gambiti Kabul Edildi|Classical, 7.Qe2 Nc6|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 Qe2 Nc6
D28|Vezir Gambiti Kabul Edildi|Classical, 7.Qe2 b5|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 Qe2 b5
D28|Vezir Gambiti Kabul Edildi|Classical, 7.Qe2 b5 8.Bb3|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 Qe2 b5 Bb3
D28|Vezir Gambiti Kabul Edildi|Classical, 7.Qe2 b5 8.Bb3 Nc6|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 Qe2 b5 Bb3 Nc6
D28|Vezir Gambiti Kabul Edildi|Classical, 7.Qe2 b5 8.Bb3 Nc6 9.Nc3|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 Qe2 b5 Bb3 Nc6 Nc3
D28|Vezir Gambiti Kabul Edildi|Classical, 7.Qe2 b5 8.Bb3 Nc6 9.Nc3 Bb7|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 Qe2 b5 Bb3 Nc6 Nc3 Bb7
D28|Vezir Gambiti Kabul Edildi|Classical, 7.Qe2 b5 8.Bb3 Nc6 9.Nc3 Be7|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 Qe2 b5 Bb3 Nc6 Nc3 Be7
D28|Vezir Gambiti Kabul Edildi|Classical, 7.Qe2 b5 8.Bb3 Nc6 9.Rd1|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 Qe2 b5 Bb3 Nc6 Rd1
D28|Vezir Gambiti Kabul Edildi|Classical, 7.Qe2 b5 8.Bb3 Nc6 9.Rd1 c4|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 Qe2 b5 Bb3 Nc6 Rd1 c4
D28|Vezir Gambiti Kabul Edildi|Classical, 7.Qe2 b5 8.Bd3|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 Qe2 b5 Bd3
D28|Vezir Gambiti Kabul Edildi|Classical, 7.Qe2 b5 8.Bd3 cxd4|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 Qe2 b5 Bd3 cxd4
D28|Vezir Gambiti Kabul Edildi|Classical, 7.Qe2 b5 8.Bd3 cxd4 9.exd4|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 Qe2 b5 Bd3 cxd4 exd4
D28|Vezir Gambiti Kabul Edildi|Classical, 7.Qe2 cxd4|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 Qe2 cxd4
D29|Vezir Gambiti Kabul Edildi|Classical, 8...Bb7|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 Qe2 b5 Bb3 Bb7
D29|Vezir Gambiti Kabul Edildi|Classical, 8...Bb7 9.Nc3|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 Qe2 b5 Bb3 Bb7 Nc3
D29|Vezir Gambiti Kabul Edildi|Classical, 8...Bb7 9.Rd1|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 Qe2 b5 Bb3 Bb7 Rd1
D29|Vezir Gambiti Kabul Edildi|Classical, 8...Bb7 9.Rd1 Nbd7|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 Qe2 b5 Bb3 Bb7 Rd1 Nbd7
D29|Vezir Gambiti Kabul Edildi|Classical, 8...Bb7 9.Rd1 Nbd7 10.Nc3|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 Qe2 b5 Bb3 Bb7 Rd1 Nbd7 Nc3
D29|Vezir Gambiti Kabul Edildi|Classical, 8...Bb7 9.Rd1 Nbd7 10.Nc3 Qb6|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 Qe2 b5 Bb3 Bb7 Rd1 Nbd7 Nc3 Qb6
D29|Vezir Gambiti Kabul Edildi|Classical, 8...Bb7 9.Rd1 Nbd7 10.Nc3 Qb8|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 Qe2 b5 Bb3 Bb7 Rd1 Nbd7 Nc3 Qb8
D29|Vezir Gambiti Kabul Edildi|Classical, 8...Bb7 9.Rd1 Nbd7 10.Nc3 Qc7|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 Qe2 b5 Bb3 Bb7 Rd1 Nbd7 Nc3 Qc7
D29|Vezir Gambiti Kabul Edildi|Classical, 8...Bb7 9.Rd1 Nbd7 10.a4|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 Qe2 b5 Bb3 Bb7 Rd1 Nbd7 a4
D29|Vezir Gambiti Kabul Edildi|Classical, 8...Bb7 9.Rd1 Nbd7 10.a4 b4|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 Qe2 b5 Bb3 Bb7 Rd1 Nbd7 a4 b4
D29|Vezir Gambiti Kabul Edildi|Classical, 8...Bb7 9.Rd1 Nbd7 10.e4|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 Qe2 b5 Bb3 Bb7 Rd1 Nbd7 e4
D29|Vezir Gambiti Kabul Edildi|Classical, 8...Bb7 9.a4|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 Qe2 b5 Bb3 Bb7 a4
D29|Vezir Gambiti Kabul Edildi|Classical, 8...Bb7 9.a4 Nbd7|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 Qe2 b5 Bb3 Bb7 a4 Nbd7
D29|Vezir Gambiti Kabul Edildi|Classical, 8...Bb7 9.a4 b4|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 Qe2 b5 Bb3 Bb7 a4 b4
D29|Vezir Gambiti Kabul Edildi|Classical, Smyslov Variation|d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 c5 O-O a6 Qe2 b5 Bb3 Bb7 Rd1 Nbd7 Nc3 Bd6
D30|Diemer-Duhm Gambit (DDG) Accepted|Ana Hat|d4 d5 c4 e6 e4 dxe4
D30|Diemer-Duhm Gambiti|4...f5|e4 e6 d4 d5 c4 dxe4 Nc3 f5
D30|Diemer-Duhm Gambiti|5.f3|e4 e6 d4 d5 c4 dxe4 Nc3 Nf6 f3
D30|Diemer-Duhm Gambiti|Alapin Variation|e4 e6 d4 d5 c4 dxe4 Nc3 Nf6 Be3
D30|Diemer-Duhm Gambiti|Ana Hat|d4 d5 c4 e6 e4
D30|Diemer-Duhm Gambiti|Duhm Variation|e4 e6 d4 d5 c4 dxe4 Nc3 Nf6 a3
D30|Diemer-Duhm Gambiti|Exchange Variation|e4 e6 d4 d5 c4 dxe4 Nc3 Nf6 f3 exf3
D30|Diemer-Duhm Gambiti|Keres Defence|e4 e6 d4 d5 c4 dxe4 Nc3 Nf6 f3 c5
D30|Diemer-Duhm Gambiti|Main Line|e4 e6 d4 d5 c4 dxe4 Nc3 Nf6 f3 Bb4
D30|Queen's Gambit Declined (QGD)|Ana Hat|d4 d5 c4 e6
D30|Vezir Gambiti Reddedildi|3.Bf4|d4 d5 c4 e6 Bf4
D30|Vezir Gambiti Reddedildi|3.Nf3|d4 d5 c4 e6 Nf3
D30|Vezir Gambiti Reddedildi|3.Nf3 Nbd7 (Westphalia)|d4 d5 c4 e6 Nf3 Nd7
D30|Vezir Gambiti Reddedildi|3.Nf3 Nf6|d4 d5 c4 e6 Nf3 Nf6
D30|Vezir Gambiti Reddedildi|3.Nf3 Nf6 4.Bg5|d4 d5 c4 e6 Nf3 Nf6 Bg5
D30|Vezir Gambiti Reddedildi|3.Nf3 Nf6 4.Bg5 Be7|d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7
D30|Vezir Gambiti Reddedildi|3.Nf3 Nf6 4.Bg5 Be7 5.e3|d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3
D30|Vezir Gambiti Reddedildi|3.Nf3 Nf6 4.Bg5 Nbd7|d4 d5 c4 e6 Nf3 Nf6 Bg5 Nbd7
D30|Vezir Gambiti Reddedildi|3.Nf3 Nf6 4.Bg5 dxc4|d4 d5 c4 e6 Nf3 Nf6 Bg5 dxc4
D30|Vezir Gambiti Reddedildi|3.Nf3 Nf6 4.Bg5, Capablanca Variation|d4 d5 c4 e6 Nf3 Nf6 Bg5 Nbd7 e3 c6 Nbd2
D30|Vezir Gambiti Reddedildi|3.Nf3 Nf6 4.e3|d4 d5 c4 e6 Nf3 Nf6 e3
D30|Vezir Gambiti Reddedildi|3.Nf3 Nf6 4.e3 c6|d4 d5 c4 e6 Nf3 Nf6 e3 c6
D30|Vezir Gambiti Reddedildi|3.Nf3 Nf6 4.e3 c6 5.Nbd2|d4 d5 c4 e6 Nf3 Nf6 e3 c6 Nbd2
D30|Vezir Gambiti Reddedildi|3.Nf3 Nf6 4.e3 c6 5.Nbd2 Nbd7|d4 d5 c4 e6 Nf3 Nf6 e3 c6 Nbd2 Nbd7
D30|Vezir Gambiti Reddedildi|3.Nf3 Nf6 4.e3 c6 5.Nbd2 Nbd7 6.Bd3|d4 d5 c4 e6 Nf3 Nf6 e3 c6 Nbd2 Nbd7 Bd3
D30|Vezir Gambiti Reddedildi|3.Nf3 c6|d4 d5 c4 e6 Nf3 c6
D30|Vezir Gambiti Reddedildi|3.Nf3 c6 4.Nbd2|d4 d5 c4 e6 Nf3 c6 Nbd2
D30|Vezir Gambiti Reddedildi|3.Nf3 c6 4.Qc2|d4 d5 c4 e6 Nf3 c6 Qc2
D30|Vezir Gambiti Reddedildi|3.Nf3 c6 4.Qc2 Nf6|d4 d5 c4 e6 Nf3 c6 Qc2 Nf6
D30|Vezir Gambiti Reddedildi|3.Nf3 c6 4.Qc2 Nf6 5.Bg5|d4 d5 c4 e6 Nf3 c6 Qc2 Nf6 Bg5
D30|Vezir Gambiti Reddedildi|3.Nf3 c6 4.Qc2 Nf6 5.g3|d4 d5 c4 e6 Nf3 c6 Qc2 Nf6 g3
D30|Vezir Gambiti Reddedildi|3.Nf3 c6 4.e3|d4 d5 c4 e6 Nf3 c6 e3
D30|Vezir Gambiti Reddedildi|3.cxd5|d4 d5 c4 e6 cxd5
D30|Vezir Gambiti Reddedildi|3.cxd5|d4 d5 c4 e6 cxd5 exd5
D30|Vezir Gambiti Reddedildi|3.cxd5|d4 d5 c4 e6 cxd5 exd5 Nc3
D30|Vezir Gambiti Reddedildi|3.e3|d4 d5 c4 e6 e3
D30|Vezir Gambiti Reddedildi|3.g3|d4 d5 c4 e6 g3
D30|Vezir Gambiti Reddedildi|Capablanca-Duras Variation|d4 d5 c4 e6 Nf3 Nf6 Bg5 h6
D30|Vezir Gambiti Reddedildi|Semmering Variation|d4 d5 c4 e6 Nf3 Nf6 e3 c6 Nbd2 Nbd7 Bd3 c5
D30|Vezir Gambiti Reddedildi|Spielmann Variation|d4 d5 c4 e6 Nf3 Nf6 e3 c6 Nbd2 g6
D30|Vezir Gambiti Reddedildi|Stonewall Formation|d4 d5 c4 e6 Nf3 Nf6 e3 c6 Nbd2 Ne4 Bd3 f5
